"Term ID","Term Name","Term Slug",Description,"Parent ID","Parent Name","Parent Slug",Count
7474,"The Children's Hos School Hospital School",118869,"Redbank Road Northmead   Nsw 2152",,,,1
7475,"The Coast Christian School",124424,"Bundaleer Crescent Bensville   Nsw 2251",,,,1
7476,"The Crescent Public School",107518,"Fitzroy Street Goulburn   Nsw 2580",,,,1
7477,"The Currajong School",107814,"90 Darling Road East Malvern   Vic 3145",,,,1
7478,"The Entrance Public School",124509,"80 Oakland Avenue The Entrance   Nsw 2261",,,,1
7479,"The Essington School Darwin Ltd",109279,"17 Chapman Road Nightcliff   Nt 0810",,,,1
7480,"The Friends' Junior School Morris Campus",110089,"395 Argyle Street North Horbart   Tas 7002",,,,1
7481,"The Friends' School Inc",110091,"395 Argyle Street North Hobart   Tas 7000",,,,1
7482,"The Gap State School",124567,"1111 Waterworks Road Cnr Settlement Road The Gap   Qld 4061",,,,807
7483,"The Geelong College Prep Prep Yr 4-8",140622,"399 Aberdeen Street Newtown   Vic 3220",,,,1
7484,"The Glenleighden School",102646,"33 Cubberla Street Fig Tree Pocket   Qld 4069",,,,1
7485,"The Glennie Junior Years",110634,"263-269 Herries Street Toowoomba   Qld 4350",,,,1
7486,"The Grange P-12 College Primary Campus",110975,"Callistemon Drive Hoppers Crossing   Vic 3029",,,,1
7487,"The Grange Public School",124573,"8 Benham Road Minto   Nsw 2566",,,,1
7488,"The Grange Secondary College",124575,"Deloraine Drive Hoppers Crossing   Vic 3029",,,,1
7489,"The Gums State School",124576,"Coomrith Road The Gums   Qld 4406",,,,42
7490,"The Hall State School",111454,"2-32 Murray Street Rockhampton   Qld 4700",,,,1
7491,"The Hamilton &amp; Alexandra College Junior Campus",111479,"Cnr Kent Rd &amp; Mcarthur St Hamilton   Vic 3300",,,,1
7492,"The Heights School",111809,"Brunel Drive Modbury Heights   Sa 5092",,,,1
7493,"The Hills Christian Community School Inc",112015,"16 Onkaparinga Valley Road Verdun   Sa 5245",,,,1
7494,"The Hills Grammar School",112001,"43 Kenthurst Road Kenthurst   Nsw 2156",,,,539
7495,"The Hills Montessori School",112006,"12 Anderson Road Aldgate   Sa 5154",,,,1
7496,"The Hills School",124633,"Cnr Mary Street &amp; Williams Street Northmead   Nsw 2152",,,,1
7497,"The Hospital School Student Services",140172,"Canberra Hospital Yamba Drive Garran   Act 2605",,,,1
7498,"The Hutchins School",112486,"71 Nelson Road Sandy Bay   Tas 7005",,,,1
7499,"The Illawarra Grammar School",124757,"Cnr Princes Highway &amp; Western Avenue West Wollongong   Nsw 2500",,,,969
7500,"The Japanese School In Perth",124837,"20 Kalinda Drive City Beach   Wa 6015",,,,1
7501,"The John Berne School",140019,"Thomas Street Lewisham   Nsw 2049",,,,1
7502,"The Junction Public School",113470,"Union Street Merewether   Nsw 2291",,,,
7503,"The King David School Southwick Campus",114360,"117 Kooyong Road Armadale   Vic 3143",,,,119
7504,"The King David School Magid Institute",136320,"373 Dandenong Road Armadale   Vic 3143",,,,1
7505,"The King David School Magid Campus",114359,"3-8 School 517-519 Orrong Road Armadale   Vic 3143",,,,1
7506,"The King's College",131865,"170 Bertram Road Wellard   Wa 6170",,,,1
7507,"The King's Preparatory School",114408,"Pennant Hills Road North Parramatta   Nsw 2151",,,,1
7508,"The Knox School",114543,"220 Burwood Highway Wantirna South   Vic 3152",,,,1
7509,"The Lake Joondalup Baptist College Primary",138868,"Shenton Avenue Joondalup Joondalup   Wa 6027 6027 Phone: 08 9300 7444",,,,1
7510,"The Lake Primary School",124847,"Seventeenth Street Cabarita   Vic 3505",,,,1
7511,"The Lakes Christian School",132229,"206 East Wilchard Road Castlereagh   Nsw 2749",,,,1
7512,"The Lakes College",127900,"2 College Street North Lakes   Qld 4509",,,,1
7513,"The Lakes School 5 To 9 Years",130381,"80 Jardier Terrace South Morang   Vic 3752",,,,1
7514,"The Launceston Preparatory School",115050,"117-119 Elphin Road Launceston   Tas 7250",,,,1
7515,"The Marian School",116462,"140 Corcoran Street Cnr Hugh Street Currajong   Qld 4812",,,,1
7516,"The Meadows Public School",124869,"Lot 37 Fuller Street Seven Hills   Nsw 2147",,,,1
7517,"The Montessori School Kingsley Inc",117846,"18 Montessori Place Kingsley   Wa 6026",,,,1
7518,"The Oaks Public School",124885,"5 Burragorang Street The Oaks   Nsw 2570",,,,1
7519,"The Orana School",140090,"21 Unwin Place Weston   Act 2611",,,,1
7520,"The Patch Primary School",124624,"Kallista-emerald Road The Patch   Vic 3792",,,,1
7521,"The Peninsula School",120401,"Wooralla Drive Mt Eliza   Vic 3930",,,,1
7522,"The Pines School Parafield Gardens",125108,"42 Andrew Smith Drive Parafield Gardens   Sa 5107",,,,1
7523,"The Pittwater House Schools",120756,"70 South Creek Road Collaroy   Nsw 2097",,,,1
7524,"The Pocket Primary School",124623,"541 The Pocket Road Billinudgel   Nsw 2483",,,,1
7525,"The Ponds School",138047,"Regent Street Riverstone   Nsw 2765",,,,1
7526,"The Quintilian School",121255,"46 Quintilian Road Mount Claremont   Wa 6010",,,,1
7527,"The Risk Public School Kyogle-woodenbong Road",125201,"Kyogle-woodenbong Road Kyogle The Risk   Nsw 2474",,,,1
7528,"The Rock Central School",140095,"1 Ford St The Rock   Nsw 2655",,,,1
7529,"The Rockhampton Grammar",121861,"Archer Street Rockhampton   Qld 4700",,,,1
7530,"The Rockhampton Primary Grammar School",144445,,,,,1
7531,"The Scots College Senior Primary Yrs 5-6",141909,,,,,1
7532,"The Scots College Junior School Yrs 2-4",122576,"8 Mansion Road Bellevue Hill   Nsw 2023",,,,1
7533,"The Scots College-elc Early Learning Centre",122524,"Horsham House, 7 Mansion Road Bellevue Hill Nsw 2023 Phone: 02 9391 7711",,,,1
7534,"The Scots Pgc College Junior School",131160,"Locke Street Warwick   Qld 4370",,,,1
7535,"The Scots School",125236,"Oberon Road Bathurst   Nsw 2795",,,,
7536,"The Scots School",132694,"1 Col Drew Drive Lithgow   Nsw 2790",,,,1
7537,"The Scots School Albury",122569,"Cnr Perry &amp; Wood Streets Albury   Nsw 2640",,,,1
7538,"The Sir Henry Parkes Memorial School",111850,"75-79 Wood Street Tenterfield   Nsw 2372",,,,1
7539,"The Southport School Preparatory School",123347,"Lupus Street Southport   Qld 4215",,,,1
7540,"The Southport School",125244,"Winchester Street Southport   Qld 4215",,,,1664
7541,"The Summit State School",123868,"34 Taggart Road The Summit   Qld 4377",,,,37
7542,"The Village School Acmc",136813,"5 Mai Place Hebersham Hebersham   Nsw 2770 2770 Phone: 02 9675 2509",,,,1
7543,"The Willows State School",125372,"Bilberry Street Kirwan   Qld 4817",,,,1
7544,"The Woden School",126835,"Denison Street Deakin   Act 2600",,,,1
7545,"Theebine State School",140457,"Scrub Rd Theebine   Qld 4570",,,,1
7546,"Theodore Primary School",124618,"Lawrence Wackett Crescent Theodore   Act 2905",,,,1
7547,"Theodore State School",124620,"65-73 The Boulevard Theodore   Qld 4719",,,,1
7548,"Thiele Primary School",123397,"4 Campus Drive Aberfoyle Park   Sa 5159",,,,1
7549,"Thirlmere Public School",124638,"Oaks Road Thirlmere   Nsw 2572",,,,1
7550,"Thirroul Primary School",124640,"5 Roxborough Ave Thirroul   Nsw 2515",,,,146
7551,"Thomas Acres Public School",124661,"59 Crispsparkle Drive Ambarvale   Nsw 2560",,,,1
7552,"Thomas Chirnside Primary 5343",124665,"85-95 Walls Rd Werribee   Vic 3030",,,,1
7553,"Thomas Hassall Anglican College",124667,"Cnr Kingsford Smith &amp; Flynn Avenue Middleton Grange   Nsw 2170",,,,1
7554,"Thomas Mitchell Primary School",124675,"Thomas Mitchell Drive Endeavour Hills   Vic 3802",,,,1
7555,"Thomas More Christian Montessori School",124864,"21 Laws Drive Bega   Nsw 2550",,,,1
7556,"Thomas Pattison School",140152,"361-365 North Rocks Rd North Rocks   Nsw 2151",,,,1
7557,"Thomastown East Primary School",124666,"82 Cedar Streeet Thomastown East   Vic 3074",,,,1
7558,"Thomastown Meadows Primary",124674,"13-21 Diplomat Drive Cnr Endeavour Ave Thomastown   Vic 3074",,,,1
7559,"Thomastown Primary School",124676,"Spring Street Thomastown   Vic 3074",,,,1
7560,"Thomastown West Primary School",124679,"98-112 Main Street Thomastown   Vic 3074",,,,1
7561,"Thoona Primary School",124680,"15 Johnston Street Thoona   Vic 3726",,,,1
7562,"Thornbury Primary School",124701,"16-22 Hutton St Thornbury   Vic 3071",,,,1
7563,"Thorndon Park Primary School",124693,"71 Stradbroke Rd Athelstone   Sa 5076",,,,1
7564,"Thornlands State School",124700,"Panorama Drive Thornlands   Qld 4164",,,,3464
7565,"Thornleigh West Public School",124705,"18 Giblett Ave Thornleigh   Nsw 2120",,,,670
7566,"Thornlie Primary School",124704,"Thornlie Avenue Thornlie   Wa 6108",,,,1
7567,"Thornlie South Primary School",124703,"Ovens Road Thornlie   Wa 6108",,,,1
7568,"Thornton Public School",124692,"28 Government Rd Thornton   Nsw 2322",,,,1
7569,"Thornton State Primary School",124690,"4 Thornton Road Cnr Main Camp Road Thornton   Qld 4341",,,,1
7570,"Thorpdale Primary School 2966",124698,"Robinson St Thorpdale   Vic 3835",,,,1
7571,"Three Springs Primary School",124718,"Carter Street Three Springs   Wa 6519",,,,1
7572,"Thulimbah State School",124723,"146 Thulimbah School Road Thulimbah   Qld 4376",,,,1
7573,"Thurgoona Public School",124732,"11 Bottle Brush Street Thurgoona   Nsw 2640",,,,629
7574,"Ti Tree School",124829,"Shed 9 Trade Centre Smith Street Alice Springs   Nt 0870",,,,1
7575,"Tiaro State School",124740,"1 Forgan Tce Tiaro   Qld 4650",,,,1
7576,"Tibooburra Outback School Of The Air",124742,"Briscoe Street Tibooburra   Nsw 2880",,,,1
7577,"Tieri State School",124750,"Bottlebrush Lane Tieri   Qld 4709",,,,1
7578,"Tighes Hill Public School",124755,"Elizabeth Street Tighes Hill   Nsw 2297",,,,1
7579,"Timbarra P-9 College",124763,"Parkhill Drive Berwick   Vic 3806",,,,182
7580,"Timber Creek School Council",124766,"Lot 96 Wilson Street Timber Creek   Nt 0852",,,,1
7581,"Timboon P-12 School",124770,"Hamilton Street Timboon   Vic 3268",,,,1
7582,"Timbumburi Public School",130590,"542 Kia Ora Lane Timbumburi   Nsw 2340",,,,1
7583,"Timor Primary School",124776,"395 Bet Bet Creek Road Timor   Vic 3465",,,,1
7584,"Timsbury Road School",140538,"Timsbury Road Glenorchy   Tas 7010",,,,1
7585,"Tin Can Bay State School",124786,"2 Schnapper Creek Road Tin Can Bay   Qld 4580",,,,1
7586,"Tinana State School",124783,"239 Gympie Road Tinana   Qld 4650",,,,1
7587,"Tincurrin Primary School",124788,"Tincurrin South Road Tincurrin   Wa 6361",,,,1
7588,"Tingalpa State School",124797,"1546 Wynnum Road Tingalpa   Qld 4173",,,,1
7589,"Tingha Public School",124796,"54-60 Ruby Street Tingha   Nsw 2369",,,,1
7590,"Tingoora State School",124795,"2-6 Main Street Tingoora   Qld 4608",,,,1
7591,"Tinonee Public School",124802,"2 Manchester Street Tinonee   Nsw 2430",,,,1
7592,"Tintern Schools Junior School",124779,"90 Alexandra Road Ringwood East   Vic 3135",,,,1
7593,"Tintern Southwood",124787,,,,,1
7594,"Tinternvale Primary School",124813,"Tintern Avenue Ringwood East   Vic 3135",,,,107
7595,"Tintinara Area School",124806,"Wendt Tce Tintinara   Sa 5266",,,,1
7596,"Tintinhull Public School",130591,"85 Tintinhull Road Tintinhull   Nsw 2352",,,,1
7597,"Tipperary Station School",140210,"1st Floor Ludmilla School Bagot Road Ludmilla   Nt 0820",,,,1
7598,"Tirranna Primary School",124826,"Braidwood Road Goulburn   Nsw 2580",,,,1
7599,"Titjikala School",124828,"Shed 9 Trade Centre 66a Smith Street Alice Springs   Nt 0872",,,,1
7600,"Tivendale School",141500,,,,,1
7601,"Tivoli State School",124832,"108 Mt Crosby Road Tivoli   Qld 4305",,,,1
7602,"Tobruk Street Primary School",140799,"Tobruk Street Morwell   Vic 3840",,,,1
7603,"Tocumwal Public School",124888,"18-20 Morris St Tocumwal   Nsw 2714",,,,218
7604,"Tolga State School",124896,"Kennedy Highway Tolga   Qld 4882",,,,1
7605,"Tolland Public School",124897,"8 Hawkes Place Waggagga   Nsw 2650",,,,1
7606,"Tom Price Primary School",125112,"857 Wattle Street Tom Price   Wa 6751",,,,1
7607,"Tomaree Public School",124899,"Salamander Way Salamander   Nsw 2317",,,,1
7608,"Tomerong Public School",124900,"359 Hawken Road Tomerong   Nsw 2540",,,,1
7609,"Tongala Primary School",124916,"28 Miller Street Tongala   Vic 3621",,,,1
7610,"Toobanna State School",124922,"Bruce Highway Toobanna Ingham   Qld 4850",,,,1
7611,"Tooborac Primary School",124923,"Northern Hwy Tooborac   Vic 3522",,,,1
7612,"Toogoolawah State School",124934,"Gardner Street Toogoolawah   Qld 4313",,,,182
7613,"Toolamba Primary School 1455",124941,"71 Wren Street Toolamba   Vic 3614",,,,1
7614,"Toolangi Primary School",124938,"Main Road Toolangi   Vic 3777",,,,1
7615,"Toolern Vale &amp; District Primary School",124942,"361 Creamery Road Toolern Vale   Vic 3337",,,,1
7616,"Tooleybuc Central School",124939,"Murray Street Tooleybuc   Nsw 2736",,,,1
7617,"Toomelah Public School",124944,"Old Bruxner Highway Boggabilla   Nsw 2409",,,,1
7618,"Toongabbie Christian School",124948,"30-40 Metella Road Toongabbie   Nsw 2146",,,,1
7619,"Toongabbie East Public School",124949,"2 Harris Road Wentworthville   Nsw 2145",,,,1
7620,"Toongabbie Primary School",124951,"Victoria Street Toongabbie   Vic 3856",,,,1
7621,"Toongabbie Public School",124950,"59 Fitzwilliam Road Toongabbie   Nsw 2146",,,,1
7622,"Toongabbie West Primary School",124953,"83 Ballandella Road Toongabbie   Nsw 2146",,,,157
7623,"Toora Primary School",124966,"33 Gray Street Toora   Vic 3962",,,,1
7624,"Tooradin Primary School",124965,"Bayview Road Tooradin   Vic 3980",,,,1
7625,"Toorak Primary School",124959,"75 Canterbury Road Toorak   Vic 3142",,,,1
7626,"Tooraweenah Primary School",124964,"Bridge Street Tooraweenah   Nsw 2831",,,,1
7627,"Toorloo Arm Primary School",124963,"315 Lake Tyers Beach Road Lake Tyers Beach   Vic 3909",,,,1
7628,"Toormina Primary School",130858,"14-22 Cavanba Road Toormina   Nsw 2452",,,,1
7629,"Toormina Public School",140275,,,,,1
7630,"Tootgarook Primary School 4661",124971,"Carmichael Street Tootgarook   Vic 3941",,,,1
7631,"Toowong State School",124994,"37 St Osyth Street Toowong   Qld 4066",,,,1
7632,"Toowoomba East State School",124980,"50 Arthur Street Cnr Mary Street Toowoomba   Qld 4350",,,,1
7633,"Toowoomba Grammar Junior",131907,"Herries Street Toowoomba   Qld 4350",,,,1
7634,"Toowoomba North State School",124989,"Cnr Mort &amp; Taylor Streets Toowoomba   Qld 4350",,,,1
7635,"Toowoomba Preparatory School",124993,"2 Campbell Street Toowoomba   Qld 4350",,,,1
7636,"Toowoomba Special Education Developmental Unit",124967,"13 Bowtell Street Toowoomba Toowoomba   Qld 4350 4350 Phone: 07 4632 1371",,,,1
7637,"Toowoomba West Special School",124998,"26 Gladstone Street Toowoomba   Qld 4350",,,,1
7638,"Top End Group School Attn: Fiona Spears",128024,"Ludmilla Education Campus Bagot Road Ludmilla   Nt 0820",,,,1
7639,"Torbanlea State School",125003,"Pialba Road Torbanlea   Qld 4662",,,,1
7640,"Toronto Adventist Primary School",122597,"6 Parkside St Toronto   Nsw 2283",,,,
7641,"Toronto Public School",125021,"31 Renwick Street Toronto   Nsw 2283",,,,1
7642,"Torquay College",125028,"45-55 Grossmans Road Torquay   Vic 3228",,,,1
7643,"Torquay State School",125027,"Tavistock Street Torquay   Qld 4655",,,,1
7644,"Torrens Primary School",125036,"Ritchie Street Torrens   Act 2607",,,,1
7645,"Torrens Valley Christian Sch",125040,"1227 Grand Junction Rd Hope Valley   Sa 5090",,,,1
7646,"Torrensville Primary School",125031,"35 Hayward Ave Torrensville   Sa 5031",,,,1
7647,"Tottenham Central School",125051,"Merilba Street Tottenham   Nsw 2873",,,,58
7648,"Toukley Public School",125058,"Main Rd Toukley   Nsw 2263",,,,
7649,"Towamba Public School",125059,"7-9 Towamba Street Towamba   Nsw 2550",,,,1
7650,"Tower Street Public School",125089,"74 Tower Street Panania   Nsw 2213",,,,1
7651,"Townsville Central State School",125070,"4-8 Warburton Street Northrd   Qld 4810",,,,1
7652,"Townsville Christian College",140460,"153 Dalrymple Rd Garbutt   Qld 4814",,,,1
7653,"Townsville Grammar Junior School",125073,"1 Brazier Drive Annandale   Qld 4814",,,,1
7654,"Townsville South State School",125077,"78 Tully Street South Townsville   Qld 4810",,,,1
7655,"Townsville West State School",125084,"8 Wilson Street West End   Qld 4810",,,,1
7656,"Townview State School",125081,"Cnr Clarke &amp; Kookaburra Sts Mt Isa   Qld 4825",,,,1
7657,"Towradgi Public School",125088,"64 Carters Lane Towradgi   Nsw 2518",,,,1
7658,"Trafalgar Primary School 2185",125121,"84 School Road Trafalgar   Vic 3824",,,,1
7659,"Tranby Primary School",125131,"99 Acton Ave Rivervale   Wa 6103",,,,1
7660,"Trangie Central School",125129,"25 Derribong Street Trangie   Nsw 2823",,,,1
7661,"Traralgon Primary School",115327,"Cnr Liddiard Rd &amp; Shakespeare Traralgon   Vic 3844",,,,1
7662,"Traralgon South Primary School",125138,"13-19 Keith Morgan Drive Traralgon South   Vic 3844",,,,1
7663,"Travancore School",125140,"50 Flemington Street Flemington   Vic 3031",,,,1
7664,"Trawalla Primary School",125141,"11 Trawalla Road Trawalla   Vic 3373",,,,11
7665,"Trayning Primary School",125144,"Adam Street Trayning   Wa 6488",,,,1
7666,"Trebonne State School",140463,"Stone River Rd Trebonne   Qld 4850",,,,1
7667,"Treendale Primary School",141468,"5 Opal Dr, Australind WA 6233",,,,429
7668,"Treetops Montessori School",125150,"12 Beenong Road Darlington   Wa 6070",,,,1
7669,"Tregeagle Public School",125152,"808 Tregeagle Road Lismore   Nsw 2480",,,,156
7670,"Tregear Public School",125153,"Wilkes Crescent Tregear   Nsw 2770",,,,1
7671,"Trentham District Primary School",125160,"48 Bridge Street Trentham   Vic 3458",,,,1
7672,"Tresswell State School",125166,"Tambo Road Springsure   Qld 4722",,,,1
7673,"Trevallyn Primary School",125169,"55 Gorge Road Trevallyn   Tas 7250",,,,1
7674,"Trinity Anglican College",125172,"421 Elizabeth Mitchell Drive Thurgoona   Nsw 2640",,,,1
7675,"Trinity Anglican Junior School",141625,,,,,1
7676,"Trinity Anglican School",125180,"Progress Road White Rock   Qld 4868",,,,1
7677,"Trinity Anglican School",140464,"Poolwood Road Kewarra Beach   Qld 4879",,,,1
7678,"Trinity Beach State School",125184,"Wewak Street Trinity Beach   Qld 4879",,,,1
7679,"Trinity Catholic Primary School",125192,"61-83 Bakers Lane Kemps Creek   Nsw 2171",,,,1
7680,"Trinity Catholic Primary School",125175,"103-129 Oakgrove Drive Narrerren   Vic 3805",,,,1
7681,"Trinity Catholic Primary Schoo",133624,"57-59 Davison Street Richmond North   Vic 3121",,,,1
7682,"Trinity Christian School",125187,"34 Mcbryde Crescent Wanniassa   Act 2903",,,,
7683,"Trinity College",140881,"1 Trinity Avenue East Perth   Wa 6004",,,,1
7684,"Trinity College Gawler South Campus",135758,"Greening Drive Gawler   Sa 5118",,,,1
7685,"Trinity College Gawler",128869,"Alexander Avenue Gawler   Sa 5118",,,,1
7686,"Trinity College Gawler Inc Gawler River Campus",124411,"66-68 Heaslip Road Angle Vale   Sa 5117",,,,1
7687,"Trinity College Gawler Inc Blakeview Campus",124412,"Bentley Road Blakeview   Sa 5114",,,,1
7688,"Trinity College North North Campus",130014,"Alexander Avenue Evanston   Sa 5116",,,,367
7689,"Trinity College Poatina",124426,"Denison Avenue Poatina   Tas 7302",,,,1
7690,"Trinity Gardens Primary School (entrance Off Jones Ave)",125188,"160 Portrush Road Trinity Gardens   Sa 5068",,,,1
7691,"Trinity Grammar Preparatory School",125190,"Strathfield Campus Llandilo Avenue Strathfield   Nsw 2135",,,,1
7692,"Trinity Grammar School Lewisham Campus - Infants",130189,"5 Thomas Street Lewisham   Nsw 2049",,,,1
7693,"Trinity Grammar School",124569,"60 Wellington Street Kew   Vic 3101",,,,1
7694,"Trinity Junior School",138956,"Victoria Street Summer Hill Summer Hill   Nsw 2130 2130 Phone: 02 9581 6000",,,,1
7695,"Trinity Lutheran College Primary School",124852,"251 Cotlew Street Ashmore   Qld 4214",,,,1
7696,"Trinity Lutheran College",112310,"920 Fifteenth Street Mildura   Vic 3500",,,,1
7697,"Trinity Lutheran School",133447,"Springhead Road Mount Torrens Mount Torrens   Sa 5244 5244 Phone: 08 8389 6213",,,,1
7698,"Trinity Montessori Preschool North Campus",124413,"Alexander Avenue Evanston Evanston   Sa 5116 5116 Phone: 08 8522 0632",,,,1
7699,"Trinity Primary School",125197,"Vernon Street Murrumburrah   Nsw 2587",,,,1
7700,"Truganina South Primary School",136031,"3-19 Parkvista Drive Truganina   Vic 3029",,,,1
7701,"Trundle Central School",125217,"Croft Street Trundle   Nsw 2875",,,,56
7702,"Trunkey Public School",140311,"Carlyle Street Trunkey   Nsw 2795",,,,1
7703,"Truro Primary School",125219,"Burr Street Truro   Sa 5356",,,,1
7704,"Truscott Street Public School",125220,"38 Truscott Street North Ryde   Nsw 2113",,,,1
7705,"Tuart Forest Primary School",139192,,,,,1
7706,"Tuart Hill Primary School",125269,"114 Stoneham Street Tuart Hill   Wa 6060",,,,1
7707,"Tuart Rise Primary School",144154,,,,,1
7708,"Tubbut Primary School",125271,"Bonang-gelantipy Rd Tubbut   Vic 3888",,,,1
7709,"Tucabia Primary School",125272,"2 Mookin Street Tucabia   Nsw 2462",,,,1
7710,"Tucker Road Bentleigh Primary School",125273,"16 Tucker Road Bentleigh   Vic 3204",,,,1
7711,"Tudor House School Preparatory School For Boys",125275,"521 Illawarra Highway Moss Vale   Nsw 2577",,,,1
7712,"Tuggerah Public School",125284,"63 Pacific Hwy Tuggerah   Nsw 2259",,,,878
7713,"Tuggerawong Public School",125282,"201 Tuggerawong Road Tuggerawong   Nsw 2259",,,,1
7714,"Tullamarine Primary School",125301,"Broadmeadows Road Tullamarine   Vic 3043",,,,1
7715,"Tullamore Central School",125290,"Hinkler St Tullamore   Nsw 2874",,,,1
7716,"Tullawong State School",125291,"60-94 Smiths Road Caboolture   Qld 4510",,,,1
7717,"Tullibigeal Central School",125297,"Kurrajong Street Tullibigeal   Nsw 2669",,,,1
7718,"Tullimbar Public School",131623,"Exeter Place Tullimbar Village   Nsw 2527",,,,1
7719,"Tulloona Primary School",125299,"Limebon Road Tulloona   Nsw 2400",,,,1
7720,"Tully State School",125300,"21 Mars Street Tully   Qld 4854",,,,1
7721,"Tumbarumba Primary School",125310,"76 Murray Street Tumbarumba   Nsw 2653",,,,1
7722,"Tumbulgum Primary School",125312,"11 Fawcet Street Tumbulgum   Nsw 2490",,,,1
7723,"Tumby Bay Area School",125306,"West Terrace Tumby Bay   Sa 5605",,,,1
7724,"Tumut Public School",125319,"175-181 Wynyard Street Tumut   Nsw 2720",,,,412
7725,"Tuncurry Public School",125322,"22 Tuncurry Street Tuncurry   Nsw 2428",,,,658
7726,"Tungamah Primary School",125324,"Tower Street Tungamah   Vic 3728",,,,1
7727,"Tuntable Creek Public School",125328,"Tuntable Creek Road The Channon   Nsw 2480",,,,1
7728,"Tuntable Falls Primary School",125329,"Upper Tuntable Falls Rd Nimbin Nimbin   Nsw 2480 2480 Phone: 02 6689 1423",,,,1
7729,"Turner School",125337,"32 Condamine Street Turner   Act 2612",,,,1
7730,"Turramurra North Public School",125345,"237 Bobbin Head Road Turramurra   Nsw 2074",,,,84
7731,"Turramurra Public Infants Dept",125343,"Kissing Point Road Turramurra   Nsw 2074",,,,1
7732,"Turramurra Public School",125347,"174 Kissing Point Road Turramurra   Nsw 2074",,,,967
7733,"Turvey Park Public School",125350,"31 Halloran Street Waggagga   Nsw 2650",,,,1
7734,"Tweed Heads Primary School",125361,"1 Stuart Street Tweed Heads   Nsw 2485",,,,1
7735,"Tweed Heads South Public School",125362,"10 Heffron Street Tweed Heads South   Nsw 2486",,,,1
7736,"Two Mile State School",125380,"Ms 483 Chatsworth Road Bruce Highway Gympie   Qld 4570",,,,1
7737,"Two Rocks Primary School",130433,"51 Resolute Drive Two Rocks   Wa 6037",,,,1
7738,"Two Wells Primary School",125383,"17 Gawler Rd Two Wells   Sa 5501",,,,1
7739,"Tyabb Primary School",125393,"186 Mornington/tyabb Road Tyabb   Vic 3913",,,,1
7740,"Tyabb Railway Station Primary School",125397,"88 The Crescent Tyabb   Vic 3913",,,,1
7741,"Tyalgum Public School",125396,"1 Coolman Street Tyalgum   Nsw 2484",,,,44
7742,"Tyalla Public School",125395,"26 Joyce Street Coffs Harbour   Nsw 2450",,,,1
7743,"Tyers Primary School",125399,"Main Road Tyers   Vic 3844",,,,
7744,"Tylden Primary School",125402,"11 Clowes Street Tylden   Vic 3444",,,,1
7745,"Tyndale Christian School Middle School",142126,,,,,1
7746,"Tyndale Christian School",125404,"58 Douglas Road Blacktown   Nsw 2148",,,,1
7747,"Tyndale Christian School Junior School",131050,"50 Fern Grove Boulevard Salisbury East   Sa 5109",,,,1
7748,"Ubobo State School",125414,"16 Cedarvale Road Ubobo   Qld 4680",,,,1
7749,"Uki Public School",125444,"1463 Kyogle Road Uki   Nsw 2484",,,,1
7750,"Ulan Public School",125445,"9-11 Main Street Ulan   Nsw 2850",,,,1
7751,"Ulladulla Public School",125451,"241 Green Street Ulladulla   Nsw 2539",,,,1
7752,"Ulmarra Public School",125452,"12-14 Pacific Highway Ulmarra   Nsw 2462",,,,26
7753,"Ulong Public School",125453,"20-22 Hutchinson Street Ulong   Nsw 2450",,,,1
7754,"Ultima Primary School",125456,"Cnr Cameron &amp; O'connor St Ultima   Vic 3544",,,,1
7755,"Ultimo Primary School",125455,"Quarry Street Ultimo   Nsw 2007",,,,1
7756,"Ulverstone Primary School",125464,"2 Leven Street Ulverstone   Tas 7315",,,,1
7757,"Umina Public School",125480,"49-51 Sydney Avenue Umina   Nsw 2257",,,,1
7758,"Unanderra Public School",125487,"49 Derribong Drive Cordeaux Heights   Nsw 2526",,,,1
7759,"Undera Primary School",125492,"45-55 Anderson Street Undera   Vic 3629",,,,1
7760,"Underbool Primary School",125493,"Cotter Street Underbool   Vic 3509",,,,1
7761,"Undercliffe Public School",125491,"143-157 Bayview Ave Earlwood   Nsw 2206",,,,1
7762,"Undurba State School",125497,"49-57 Ogg Road Murrumba Downs   Qld 4503",,,,1
7763,"Ungarie Central School",125500,"Condobolin Rd Ungarie   Nsw 2669",,,,8
7764,"Ungarra Primary School",125499,"Ashman Terrace Ungarra   Sa 5607",,,,1
7765,"Unity College",140465,"47 Lomond Crescent Caloundra West   Qld 4551",,,,1
7766,"Unity Grammar College",136636,"70 Fourth Avenue Austral   Nsw 2171",,,,1
7767,"Unley Primary School",125541,"222 Wattle Street Malvern   Sa 5061",,,,672
7768,"Upper Brookfield State School",125415,"496 Upper Brookfield Road Upper Brookfield   Qld 4069",,,,
7769,"Upper Coomera State College",125431,"137 Reserve Road Upper Coomera   Qld 4209",,,,1
7770,"Upper Cooper's Creek Primary School",107213,"Upper Cooper's Creek Road Rosebank   Nsw 2480",,,,1
7771,"Upper Ferntree Gully Primary School",125437,"12-20 Talaskia Road Upper Ferntree Gully   Vic 3156",,,,1
7772,"Upper Hunter Conservatorium Of Music",125441,"8 Sowerby Street Muswellbrook   Nsw 2333",,,,1
7773,"Upper Lansdowne Public School",114953,"1399 Upper Lansdowne Road Upper Lansdowne   Nsw 2430",,,,1
7774,"Upper Mt Gravatt State School",125475,"1899 Logan Rd Upper Mt Gravatt   Qld 4122",,,,1
